activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,assay_description,assay_type,assay_organism,doc_title,doc_abstract
18450558,CHEMBL4178351,CHEMBL4177539,CHEMBL4206312,IC50,nM,29.0,IC50,nM,29.0,Inhibition of EGFR T790M/L858R double mutant phosphorylation in human H1975 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,B,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450559,CHEMBL4178351,CHEMBL4177539,CHEMBL4213741,IC50,nM,280.0,IC50,nM,280.0,Inhibition of EGFR T790M/L858R double mutant phosphorylation in human H1975 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,B,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
22782714,CHEMBL4707740,CHEMBL4706488,CHEMBL939,IC50,nM,777.1,IC50,nM,777.1,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782715,CHEMBL4707740,CHEMBL4706488,CHEMBL3353410,IC50,nM,0.6,IC50,nM,0.6,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782716,CHEMBL4707740,CHEMBL4706488,CHEMBL4787536,IC50,nM,234.4,IC50,nM,234.4,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782717,CHEMBL4707740,CHEMBL4706488,CHEMBL4778502,IC50,nM,146.9,IC50,nM,146.9,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782718,CHEMBL4707740,CHEMBL4706488,CHEMBL4798177,IC50,nM,43.1,IC50,nM,43.1,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782719,CHEMBL4707740,CHEMBL4706488,CHEMBL4786701,IC50,nM,155.7,IC50,nM,155.7,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782720,CHEMBL4707740,CHEMBL4706488,CHEMBL4753387,IC50,nM,111.6,IC50,nM,111.6,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782721,CHEMBL4707740,CHEMBL4706488,CHEMBL4798480,IC50,nM,212.7,IC50,nM,212.7,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
22782722,CHEMBL4707740,CHEMBL4706488,CHEMBL4558324,IC50,nM,2.7,IC50,nM,2.7,Inhibition of human EGFR cytoplasmic domain L858R/T790M mutant (669 to 1210 residues) expressed in baculovirus infected Sf21 cells using biotin-labeled TK substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration and further incubated for 40 mins by HTRF assay,B,Homo sapiens,"Design, synthesis and biological evaluation of 2-amino-4-(1,2,4-triazol)pyridine derivatives as potent EGFR inhibitors to overcome TKI-resistance.","A new class of 2-amino-4-(1,2,4-triazol)pyridine derivatives were designed and synthesized as potent epidermal growth factor receptor inhibitors. In particular, compound 10c exhibited significant inhibitory against EGFR, and also displayed potent anti-proliferative activity against non-small cell lung cancer cell line H1975. Besides, compound 10j showed potent inhibitory activity against glioblastoma cell line U87-EGFRvⅢ, which was at least 3-fold more potent than Osimertinib and 25-fold superior to Lazertinib. Moreover, molecular modeling and molecular dynamics simulations disclosed the binding model of the most active compound to the domain of EGFR. This contribution provides 2-amino-4-(1,2,4-triazol)pyridines as a new scaffold for EGFR and/or EGFRvⅢ inhibitor."
